ProductID;AvailableQuantity;NetPrice;EuropeanArticleNumber;NetRetailPrice;Description;GrossMass;ManufacturerPartNumber;CategoryText1;ManufacturerName
"1009318";0;37.01;"010343812031";;"EPSON S041068 Photo paper inkjet 104g/m2 A3 100 sheets 1-pack";1.520;"C13S041068";"Impressão, Digitalização e Consumíveis";"EPSON"
"1009319";0;43.86;"010343812048";;"EPSON S041069 Photo paper inkjet 102g/m2 A3+ 100 sheets 1-pack";1.900;"C13S041069";"Impressão, Digitalização e Consumíveis";"EPSON"
"1009341";0;21.15;"010343819795";;"EPSON Glossy photo paper inkjet 250g/m2 A3+ 20 sheets 1-pack";1.320;"C13S041316";"Impressão, Digitalização e Consumíveis";"EPSON"
"1009342";0;31.88;"010343819788";;"EPSON S041315 Glossy photo paper inkjet 255g/m2 A3 20 sheets 1-pack";1.030;"C13S041315";"Impressão, Digitalização e Consumíveis";"EPSON"
"1009494";0;14.86;"088698198070";;"HP original Iron-on transfers thermical 170g/m2 A4 12 sheets 1-pack";0.220;"C6050A";"Impressão, Digitalização e Consumíveis";"HP INC."
"1009913";0;223.67;"731304003281";;"Bateria APC Replacement Battery Cartridge #6 - RBC6";8.208;"RBC6";"Servidor, Armazenamento e UPS";"APC"
"1009914";0;57;"731304003243";;"Bateria APC Replacement Battery Cartridge #2 - RBC2";2.770;"RBC2";"Servidor, Armazenamento e UPS";"APC"
"1009915";0;89.71;"731304003267";;"Bateria APC Replacement Battery Cartridge #4 - RBC4";4.000;"RBC4";"Servidor, Armazenamento e UPS";"APC"
"1009916";0;262.83;"731304003298";;"Bateria APC Replacement Battery Cartridge #7 - RBC7";12.088;"RBC7";"Servidor, Armazenamento e UPS";"APC"
"1009917";1;117.16;"731304003274";;"Bateria APC Replacement Battery Cartridge #5 - RBC5";5.460;"RBC5";"Servidor, Armazenamento e UPS";"APC"
"1009999";0;4384.27;"731304016892";;"UPS APC Symmetra RM 2kVA Scalable 6kVA N+1 - SYH2K6RMI";83.910;"SYH2K6RMI";"Servidor, Armazenamento e UPS";"APC"
"1010002";0;618.11;"731304016908";;"APC Symmetra RM 2-6kVA BatteryModule - SYBT2";23.860;"SYBT2";"Servidor, Armazenamento e UPS";"APC"
"1010389";0;13.58;"010343814400";;"EPSON S041154 Iron-on-transfer paper 120g/m2 A4 10 sheets 1-pack";0.280;"C13S041154";"Impressão, Digitalização e Consumíveis";"EPSON"
"1010391";0;30.55;"010343601833";;"EPSON Photo banner paper inkjet 105g/m2 420mm x 15m 1 roll 1-pack";0.830;"C13S041102";"Impressão, Digitalização e Consumíveis";"EPSON"
"1010429";0;32.78;"010343829992";;"EPSON Premium semi gloss photo paper inkjet 251g/m2 A3 20 sheets 1-pack";1.040;"C13S041334";"Impressão, Digitalização e Consumíveis";"EPSON"
"1010453";0;21.85;"010343601642";;"EPSON S015066 ribbon black 6.000.000 characters 1-pack";0.130;"C13S015066";"Impressão, Digitalização e Consumíveis";"EPSON"
"1011743";4;9.7;"010343601840";;"EPSON Photo Quality Ink Jet Paper self-adhesive DIN A4 167g/m2 10 Sheets";0.160;"C13S041106";"Impressão, Digitalização e Consumíveis";"EPSON"
"1012042";0;87.17;"010343831735";;"EPSON S041387 Double weight matte paper inkjet 180g/m2 44inch x 25m 1 roll 1-pack";6.060;"C13S041387";"Impressão, Digitalização e Consumíveis";"EPSON"
"1012083";0;38.04;"010343830059";;"EPSON Matte archival paper inkjet 192g/m2 A3+ 50 sheets 1-pack";1.945;"C13S041340";"Impressão, Digitalização e Consumíveis";"EPSON"
"1012088";0;447.63;"731304003342";;"Bateria APC Replacement Battery Cartridge #12 - RBC12";22.610;"RBC12";"Servidor, Armazenamento e UPS";"APC"
"1012996";0;52.83;"010343831704";;"EPSON S041385 Double weight matte paper inkjet 180g/m2 610mm x 25m 1 roll 1-pack";3.384;"C13S041385";"Impressão, Digitalização e Consumíveis";"EPSON"
"1013027";0;27.81;"010343830172";;"EPSON S041352 Matte paper watercolour inkjet 190g/m2 A3+ 20 sheets 1-pack";1.020;"C13S041352";"Impressão, Digitalização e Consumíveis";"EPSON"
"1013057";3;14.44;"010343830073";;"EPSON Archival Matte Photo S041342 A4 50 coli 192g/mp";0.750;"C13S041342";"Impressão, Digitalização e Consumíveis";"EPSON"
"1013130";0;14.44;"010343829978";;"EPSON Premium semi gloss photo paper inkjet 251g/m2 A4 20 sheets 1-pack";0.430;"C13S041332";"Impressão, Digitalização e Consumíveis";"EPSON"
"1013326";23;11.18;"010343818439";;"EPSON Heavy Weight S041256 hartie mata A4 50coli 167g/mp";0.580;"C13S041256";"Impressão, Digitalização e Consumíveis";"EPSON"
"1013328";0;15.66;"8885007027326";;"EPSON Fotopaper premium glossy A4 20Bsheet";0.420;"C13S041287";"Impressão, Digitalização e Consumíveis";"EPSON"
"1013336";23;11.18;"010343812017";;"EPSON S041061matte photo paper inkjet 102g/m2 A4 100 sheets 1-pack";0.770;"C13S041061";"Impressão, Digitalização e Consumíveis";"EPSON"
"1013659";0;456.25;"731304003335";;"Bateria APC Replacement Battery Cartridge #11 - RBC11";26.550;"RBC11";"Servidor, Armazenamento e UPS";"APC"
"1014729";0;109.87;"731304016342";;"UPS APC Back-UPS CS 350 USB/ Serial - BK350EI";6.790;"BK350EI";"Servidor, Armazenamento e UPS";"APC"
"1017553";0;296.08;"725184659522";;"HP 43X original LaserJet original Toner cartridge C8543X black high capacity 30.000 pages 1-pack";5.400;"C8543X";"Impressão, Digitalização e Consumíveis";"HP INC."
"1018227";0;360.68;"731304015789";;"Bateria APC Replacement Battery Cartridge #23 - RBC23";12.050;"RBC23";"Servidor, Armazenamento e UPS";"APC"
"1018228";0;451.32;"731304015772";;"Bateria APC Replacement Battery Cartridge #24 - RBC24";12.540;"RBC24";"Servidor, Armazenamento e UPS";"APC"
"1019370";0;29.98;"010343830097";;"EPSON Matte archival paper inkjet 192g/m2 A3 50 sheets 1-pack";1.550;"C13S041344";"Impressão, Digitalização e Consumíveis";"EPSON"
"1019676";0;4.85;"010343600447";;"EPSON S015022 ribbon black nylon 2.000.000 characters 1-pack";0.150;"C13S015022";"Impressão, Digitalização e Consumíveis";"EPSON"
"1019727";0;71.63;"010343816749";;"EPSON Presentation matte paper inkjet 172g/m2 44inch x 25m 1 roll 1-pack";5.960;"C13S041220";"Impressão, Digitalização e Consumíveis";"EPSON"
"1019883";0;184.03;"010343831810";;"EPSON S041395 Premium semigloss photo paper inkjet 162g/m2 1118mm x 30.5m 1 roll 1-pack";6.300;"C13S041395";"Impressão, Digitalização e Consumíveis";"EPSON"
"1023931";0;145.46;"731304014003";;"Bateria APC Replacement Battery Cartridge #18 - RBC18";3.285;"RBC18";"Servidor, Armazenamento e UPS";"APC"
"1023941";0;234.32;"731304003304";;"Bateria APC Replacement Battery Cartridge #8 - RBC8";10.800;"RBC8";"Servidor, Armazenamento e UPS";"APC"
"1023942";0;121.38;"731304003311";;"Bateria APC Replacement Battery Cartridge #2 - RBC9";4.855;"RBC9";"Servidor, Armazenamento e UPS";"APC"
"1025609";0;218.35;"025184252564";;"HP 81 original dye Ink cartridge C4930A black standard capacity 680ml 1-pack";0.975;"C4930A";"Impressão, Digitalização e Consumíveis";"HP INC."
"1025633";0;218.35;"025184252571";;"HP 81 original dye Ink cartridge C4931A cyan standard capacity 680ml 1-pack";1.005;"C4931A";"Impressão, Digitalização e Consumíveis";"HP INC."
"1026591";0;85.43;"725184518461";;"HP 15X original LaserJet Toner cartridge C7115X black high capacity 3.500 pages 1-pack";1.020;"C7115X";"Impressão, Digitalização e Consumíveis";"HP INC."
"1039165";0;223.53;"731304015796";;"Bateria APC Replacement Battery Cartridge #22 - RBC22";7.160;"RBC22";"Servidor, Armazenamento e UPS";"APC"
"1041984";0;32.85;"8715946115733";;"EPSON PS-180 Powersupply";0.480;"C32C825341";"Impressão, Digitalização e Consumíveis";"EPSON"
"1056680";0;28.84;"010343818484";;"EPSON S041261 Matte heavyweight paper inkjet 167g/m2 A3 50 sheets 1-pack";1.270;"C13S041261";"Impressão, Digitalização e Consumíveis";"EPSON"
"1056682";0;21.15;"010343829930";;"EPSON Premium semi gloss photo paper inkjet 250g/m2 A3+ 20 sheets 1-pack";1.300;"C13S041328";"Impressão, Digitalização e Consumíveis";"EPSON"
"1061087";0;15.36;"010343839014";;"EPSON Double-sided S041569 hartie mata A4-50 coli-178g/mp";0.690;"C13S041569";"Impressão, Digitalização e Consumíveis";"EPSON"
"1064425";0;1364.08;"731304003366";;"Bateria APC Replacement Battery Cartridge #14 - RBC14";112.730;"RBC14";"Servidor, Armazenamento e UPS";"APC"
"1068919";0;225.82;"088698394762";;"HP 641A Colour LaserJet original toner cartridge cyan standard capacity 8.000 pages 1-pack";1.760;"C9721A";"Impressão, Digitalização e Consumíveis";"HP INC."
"1068920";0;225.82;"088698394779";;"HP 641A original Colour LaserJet Toner cartridge C9722A yellow standard capacity 8.000 pages 1-pack";1.790;"C9722A";"Impressão, Digitalização e Consumíveis";"HP INC."
"1070543";0;28.64;"010343840706";;"EPSON Premium glossy photo paper inkjet 225g/m2 A4 50 sheets 1-pack";0.950;"C13S041624";"Impressão, Digitalização e Consumíveis";"EPSON"
"1070696";10;32.45;"725184712135";;"HP no 56 original black Ink cartridge C6656AE ABE 19ml";0.070;"C6656AE#ABE";"Impressão, Digitalização e Consumíveis";"HP INC."
"1070875";0;477.64;"731304187615";;"APC Smart-UPS XL 24V Battery Pack - SUA24XLBP";33.180;"SUA24XLBP";"Servidor, Armazenamento e UPS";"APC"
"1074028";0;120.15;"010343842182";;"EPSON Premium glossy photo paper inkjet 260g/m2 610mm x 30.5m 1 roll 1-pack";6.240;"C13S041638";"Impressão, Digitalização e Consumíveis";"EPSON"
"1074075";0;120.15;"010343842212";;"EPSON S041641 Premium Semigloss Photo Paper Inkjet 250g/m2 610mm x 30.5m 1 roll 1-pack";6.266;"C13S041641";"Impressão, Digitalização e Consumíveis";"EPSON"
"1074378";0;12.04;"4960999174839";;"CANON MP-101matte photo paper 170g/m2 A4 50 sheets 1-pack";0.656;"7981A005";"Impressão, Digitalização e Consumíveis";"CANON"
"1077118";0;291.76;"088698445402";;"HP 645A original Colour LaserJet Toner cartridge C9730A black standard capacity 13.000 pages 1-pack";3.080;"C9730A";"Impressão, Digitalização e Consumíveis";"HP INC."
"1077120";0;409.13;"088698445419";;"HP 645A original Colour LaserJet Toner cartridge C9731A cyan standard capacity 12.000 pages 1-pack";3.080;"C9731A";"Impressão, Digitalização e Consumíveis";"HP INC."
"1077121";0;409.13;"088698445426";;"HP 645A original Colour LaserJet Toner cartridge C9732A yellow standard capacity 12.000 pages 1-pack";3.090;"C9732A";"Impressão, Digitalização e Consumíveis";"HP INC."
"1077122";0;409.13;"088698445433";;"HP 645A original Colour LaserJet Toner cartridge C9733A magenta standard capacity 12.000 pages 1-pack";3.090;"C9733A";"Impressão, Digitalização e Consumíveis";"HP INC."
"1088766";0;54.67;"725184712258";;"HP no 57 original tri-color Ink cartridge C6657AE ABE 17ml";0.040;"C6657AE#ABE";"Impressão, Digitalização e Consumíveis";"HP INC."
"1088885";0;127.17;"010343844100";;"EPSON S041702 Somerset velvet fine art paper inkjet 255g/m2 610x381mm 1 roll 1-pack";3.180;"C13S041702";"Impressão, Digitalização e Consumíveis";"EPSON"
"1097735";0;5.06;"010343602939";;"EPSON photo paper glossy premium 10x15";0.120;"C13S041706";"Impressão, Digitalização e Consumíveis";"EPSON"
"1102607";0;49.49;"731304198734";;"APC powercord IEC320 C13/C20 200cm";0.460;"AP9879";"Periféricos e Acessórios";"APC"
"1103529";0;115.95;"808736420396";;"HP 13X original LaserJet Toner cartridge Q2613X black high capacity 4.000 pages 1-pack";1.055;"Q2613X";"Impressão, Digitalização e Consumíveis";"HP INC."
"1105205";0;1326.09;"731304205241";;"UPS APC Smart-UPS RT 192V Battery Pack - SURT192XLBP";103.500;"SURT192XLBP";"Servidor, Armazenamento e UPS";"APC"
"1108679";0;826.14;"731304205258";;"UPS APC Smart-UPS RT 48V Battery Pack - SURT48XLBP";32.280;"SURT48XLBP";"Servidor, Armazenamento e UPS";"APC"
"1114451";0;523.94;"731304015857";;"Bateria APC Replacement Battery Cartridge #25 - RBC25";11.820;"RBC25";"Servidor, Armazenamento e UPS";"APC"
"1117277";0;16.26;"808736472647";;"HP original Q2510A Semi-glossy photo paper Ink cartridge 200g/m2 A4 100 sheets 1-pack";1.330;"Q2510A";"Impressão, Digitalização e Consumíveis";"HP INC."
"1117323";5;75.22;"808736558136";;"HP Toner black HV Ultraprecise LJ1010";0.890;"Q2612A";"Impressão, Digitalização e Consumíveis";"HP INC."
"1120671";0;4.85;"010343603936";;"EPSON FX-890 ribbon black 1-pack";0.130;"C13S015329";"Impressão, Digitalização e Consumíveis";"EPSON"
"1126809";0;1103.26;"731304217787";;"APC Smart-UPS RT 3000VA 230V Isolation Transformer - SURT001";63.640;"SURT001";"Servidor, Armazenamento e UPS";"APC"
"1135630";1;143.1;"4977766623575";;"BROTHER DR-3000 drum black standard capacity 20.000 pages 1-pack";0.860;"DR3000";"Impressão, Digitalização e Consumíveis";"BROTHER"
"1135699";0;339.32;"731304207917";;"APC Rack PDU Basic ZeroU 16A 230V 20 C13 and 4 C19 IEC309";7.380;"AP7551";"Servidor, Armazenamento e UPS";"APC"
"1135720";0;339.32;"731304207900";;"APC Rack PDU Basic ZeroU 16A 230V 20 C13 and 4 C19 Cord Length 3 meters";7.520;"AP7552";"Servidor, Armazenamento e UPS";"APC"
"1136101";0;603.37;"731304111429";;"APC NetShelter WX 13U With Threaded Hole Vertical Mounting Rail Glass Front Door Black";57.500;"AR100";"Servidor, Armazenamento e UPS";"APC"
"1141950";0;68.45;"731304207757";;"APC CableOrganizer 2U w/ Pass-Thru black horizontal";1.140;"AR8428";"Servidor, Armazenamento e UPS";"APC"
"1144922";0;5.36;"829160102795";;"HP original Q5451A Everyday Glossy Photo Paper Ink cartridgetjet 200g/m2 A4 25 sheets 1-pack";0.417;"Q5451A";"Impressão, Digitalização e Consumíveis";"HP INC."
"1145564";0;49.59;"731304099857";;"Bateria APC Replacement Battery Cartridge #29 - RBC29";2.000;"RBC29";"Servidor, Armazenamento e UPS";"APC"
"1145565";0;49.61;"731304099864";;"Bateria APC Replacement Battery Cartridge #30 - RBC30";2.280;"RBC30";"Servidor, Armazenamento e UPS";"APC"
"1145566";0;262.85;"731304111788";;"Bateria APC Replacement Battery Cartridge #31 - RBC31";12.516;"RBC31";"Servidor, Armazenamento e UPS";"APC"
"1155616";0;1028.32;"731304205258";;"UPS APC Smart-UPS RT 48V Battery Pack - SURT48RMXLBP";32.280;"SURT48RMXLBP";"Servidor, Armazenamento e UPS";"APC"
"1155617";0;1552.48;"731304205241";;"UPS APC Smart-UPS RT 192V RM Battery Pack - SURT192RMXLBP";101.360;"SURT192RMXLBP";"Servidor, Armazenamento e UPS";"APC"
"1160812";0;300.11;"731304123521";;"APC Rack PDU Basic 1HE 16A 230V 10 C13 + 2 C19";2.300;"AP9559";"Servidor, Armazenamento e UPS";"APC"
"1160976";0;294.15;"731304220664";;"Bateria APC Replacement Battery Cartridge #34 - RBC34";7.050;"RBC34";"Servidor, Armazenamento e UPS";"APC"
"1166577";0;150.95;"731304219781";;"UPS APC Back-UPS CS 650VA 230V- BK650EI";7.400;"BK650EI";"Servidor, Armazenamento e UPS";"APC"
"1168615";0;333.28;"829160101484";;"HP Color LaserJet fuser 150.000 pages 1-pack Assembly 220V";5.300;"Q3985A";"Impressão, Digitalização e Consumíveis";"HP INC."
"1169633";0;176.16;"829160221755";;"HP 42A original LaserJet Toner cartridge Q5942A black standard capacity 10.000 pages 1-pack";2.620;"Q5942A";"Impressão, Digitalização e Consumíveis";"HP INC."
"1169637";0;97.27;"829160319551";;"HP Toner black 2500pages LJ1160 1320";1.030;"Q5949A";"Impressão, Digitalização e Consumíveis";"HP INC."
"1169638";0;177.96;"829160319568";;"HP 49X original LaserJet Toner cartridge Q5945X black high capacity 6.000 pages 1-pack";1.330;"Q5949X";"Impressão, Digitalização e Consumíveis";"HP INC."
"1169874";0;603.37;"731304111467";;"APC NetShelter WX 13U Vented Front Door black";90.000;"AR100HD";"Servidor, Armazenamento e UPS";"APC"
"1171235";1;34;"829160180182";;"HP no 338 original black Ink cartridge C8765WW ABE 11ml";0.060;"C8765EE#ABE";"Impressão, Digitalização e Consumíveis";"HP INC."
"1171273";1;41.76;"829160180281";;"HP no 343 original Ink cartridge C8766EE ABE 7ml color DJ5740 6540 6840 PS325 375 8150 PSC2355 2610 2710 ES";0.060;"C8766EE#ABE";"Impressão, Digitalização e Consumíveis";"HP INC."
"1171277";1;56.01;"829160180496";;"HP no 344 original tri-color Ink cartridge C9363EE ABE 14ml";0.060;"C9363EE#ABE";"Impressão, Digitalização e Consumíveis";"HP INC."
"1171855";0;132.98;"731304221586";;"Bateria APC Replacement Battery Cartridge #48 - RBC48";5.275;"RBC48";"Servidor, Armazenamento e UPS";"APC"
"1174590";40;10.8;"4977766628198";;"BROTHER P-Touch DK-22205 continue length paper 62mm x 30.48m";0.420;"DK22205";"Impressão, Digitalização e Consumíveis";"BROTHER"
"1180366";22;8.21;"4977766628129";;"BROTHER P-Touch DK-11208 die-cut adress label big 38x90mm 400 labels";0.320;"DK11208";"Impressão, Digitalização e Consumíveis";"BROTHER"
"1181062";60;4.1;"4977766628167";;"BROTHER P-Touch DK-11204 die-cut multi purpose label 17x54mm 400 labels";0.130;"DK11204";"Impressão, Digitalização e Consumíveis";"BROTHER"
"1181067";10;5.25;"4977766630887";;"BROTHER 2x DKBU99 QL Tape cutter unit for QL-550 QL-500 QL-560 / 650TD";0.032;"DKBU99";"Impressão, Digitalização e Consumíveis";"BROTHER"
"1181766";0;210.07;"829160304557";;"HP original LaserJet 4345 maintenance kit Q5999A 220V";2.810;"Q5999A";"Impressão, Digitalização e Consumíveis";"HP INC."
"1182264";0;54.9;"731304206811";;"Bateria APC Replacement Battery Cartridge #17 - RBC17";2.730;"RBC17";"Servidor, Armazenamento e UPS";"APC"
"1183015";4;8.31;"4977766628136";;"BROTHER P-Touch DK-11209 die-cut adress label small 29x62mm 800 labels";0.360;"DK11209";"Impressão, Digitalização e Consumíveis";"BROTHER"
"1191378";15;13.73;"4977766628204";;"BROTHER P-Touch DK-22211 white continue length film 29mm x 15.24m";0.210;"DK22211";"Impressão, Digitalização e Consumíveis";"BROTHER"
"1191379";25;27.47;"4977766628211";;"BROTHER P-Touch DK-22212 white continue length film 62mm x 15.24m";0.230;"DK22212";"Impressão, Digitalização e Consumíveis";"BROTHER"
"1192344";0;41.16;"731304206828";;"Bateria APC Replacement Battery Cartridge #35 - RBC35";1.625;"RBC35";"Servidor, Armazenamento e UPS";"APC"
"1192970";0;938.38;"731304221647";;"UPS APC Symmetra LX Intelligence Module - SYMIM5";3.180;"SYMIM5";"Servidor, Armazenamento e UPS";"APC"
"1195251";0;339.36;"731304225515";;"APC Rack PDU Basic Zero U 32A 230V 20C13 + 4C19";9.100;"AP7553";"Servidor, Armazenamento e UPS";"APC"
"1198889";58;6.48;"4977766628112";;"BROTHER P-Touch DK-11201 die-cut standard address label 29x90mm 400 labels";0.270;"DK11201";"Impressão, Digitalização e Consumíveis";"BROTHER"
"1201089";0;78.64;"010343848597";;"EPSON S041743 Premium semigloss photo paper inkjet 255g/m2 406mm x 30.5m 1 roll 1-pack";5.000;"C13S041743";"Impressão, Digitalização e Consumíveis";"EPSON"
"1203387";0;78.95;;;"HP 3y PickupRtrn Commercial NB Only SVC nc/nx Series 1y wty excl Mon 3y Pickup and Return service HW only HP picks up repairs/rep";0.131;"U4395E";"Garantias e Serviços";"HP INC."
"1205495";0;90.86;"731304219088";;"Bateria APC Replacement Battery Cartridge #32 - RBC32";5.910;"RBC32";"Servidor, Armazenamento e UPS";"APC"
"1205498";0;33.78;"731304220930";;"Bateria APC Replacement Battery Cartridge #47 - RBC47";1.535;"RBC47";"Servidor, Armazenamento e UPS";"APC"
"1211093";0;87.83;"010343849433";;"EPSON S041846 Premier art water resistant canvas inkjet 350g/m2 432mm x 13m 1 roll 1-pack";2.340;"C13S041846";"Impressão, Digitalização e Consumíveis";"EPSON"
"1213171";0;300.7;"731304222712";;"UPS APC Smart-UPS SC 450VA - 1U Rack/ Tower - SC450RMI1U";12.760;"SC450RMI1U";"Servidor, Armazenamento e UPS";"APC"
"1214709";5;19.24;"829160941332";;"HP nr 21 original Ink cartridge C9351AE ABE black 5ml PSC 1410 Deskjet 3940";0.040;"C9351AE#ABE";"Impressão, Digitalização e Consumíveis";"HP INC."
"1214721";32;27.05;"829160941394";;"HP nr 22 original Ink cartridge C9352AE ABE color 5ml PSC 1410 Deskjet 3940";0.060;"C9352AE#ABE";"Impressão, Digitalização e Consumíveis";"HP INC."
"1214787";0;81.12;"829160412443";;"HP 124A original Colour LaserJet Toner cartridge Q6003A magenta standard capacity 2.000 pages 1-pack";0.905;"Q6003A";"Impressão, Digitalização e Consumíveis";"HP INC."
"1218245";11;125.63;"734646553131";;"LEXMARK 3x 5000 staples for W840, X85x";0.585;"25A0013";"Impressão, Digitalização e Consumíveis";"LEXMARK"
"1220839";0;4310.43;"8715946275987";;"EPSON DFX-9000 9 pin dot matrix printer A3 USB PAR SER 240x144dpi 1550dps";35.000;"C11C605011BZ";"Impressão, Digitalização e Consumíveis";"EPSON"
"1221009";1;38.93;"4977766628235";;"BROTHER P-Touch DK-22113 transparant continue length film 62mm x 15.24m";0.220;"DK22113";"Impressão, Digitalização e Consumíveis";"BROTHER"
"1222719";14;14.65;"4960999273372";;"CANON PG-40 ink cartridge black standard capacity 16ml 420 pages 1-pack";0.072;"0615B001";"Impressão, Digitalização e Consumíveis";"CANON"
"1222721";10;17.97;"4960999273433";;"CANON 1LB CL-41 ink cartridge tri-colour standard capacity 12ml 265 pages 1-pack";0.075;"0617B001";"Impressão, Digitalização e Consumíveis";"CANON"
"1223046";0;14.38;"4977766051361";;"BROTHER P-Touch TX-211 black on white 6mm";0.112;"TX211";"Impressão, Digitalização e Consumíveis";"BROTHER"
"1223880";0;311.81;"731304226369";;"APC Rack PDU vertical Mounting 250cm cable";2.505;"AP9572";"Servidor, Armazenamento e UPS";"APC"
"1226010";0;15.2;"010343855281";;"EPSON Ultra Glossy S041927 hartie foto A4-15 coli-300g/mp";0.400;"C13S041927";"Impressão, Digitalização e Consumíveis";"EPSON"
"1226183";0;15.2;"5031713027003";;"OKI 42869403 waste toner box 30.000 pages 1-pack";0.725;"42869403";"Impressão, Digitalização e Consumíveis";"OKI"
"1226366";0;31.43;"829160798790";;"HP 342 original tri-color Ink cartridge C9361EE ABE 5ml";0.050;"C9361EE#ABE";"Impressão, Digitalização e Consumíveis";"HP INC."
"1226369";0;33.58;"829160799018";;"HP no 337 original Ink cartridge C9364EE ABE black 11ml Deskjet 5940 PhotoSmart 8050 ES";0.050;"C9364EE#ABE";"Impressão, Digitalização e Consumíveis";"HP INC."
"1230847";0;210.01;"829160493879";;"HP 643A original Colour LaserJet Toner cartridge Q5050A black standard capacity 11.000 pages 1-pack";2.260;"Q5950A";"Impressão, Digitalização e Consumíveis";"HP INC."
"1230848";0;298.64;"829160493886";;"HP 643A original Colour LaserJet Toner cartridge Q5951A cyan standard capacity 10.000 pages 1-pack";2.220;"Q5951A";"Impressão, Digitalização e Consumíveis";"HP INC."
"1230849";0;298.64;"829160493893";;"HP 643A original Colour LaserJet Toner cartridge Q5952A yellow standard capacity 10.000 pages 1-pack";2.210;"Q5952A";"Impressão, Digitalização e Consumíveis";"HP INC."
"1230880";0;298.64;"829160493909";;"HP 643A original Colour LaserJet Toner cartridge Q5953A magenta standard capacity 10.000 pages 1-pack";2.220;"Q5953A";"Impressão, Digitalização e Consumíveis";"HP INC."
"1230906";0;159.26;"829160697420";;"HP 503A Colour LaserJet original toner cartridge magenta standard capacity 6.000 pages 1-pack";1.500;"Q7583A";"Impressão, Digitalização e Consumíveis";"HP INC."
"1233280";0;7.23;"010343855274";;"EPSON Ultra glossy photo paper inkjet 300g/m2 100x150mm 20 sheets 1-pack";0.140;"C13S041926";"Impressão, Digitalização e Consumíveis";"EPSON"
"1233281";0;13.03;"010343855540";;"EPSON S041943 Ultra glossy photo paper inkjet 300g/m2 100x150mm 50 sheets 1-pack";0.270;"C13S041943";"Impressão, Digitalização e Consumíveis";"EPSON"
"1233283";0;13.76;"010343855557";;"EPSON Ultra Glossy S041944 Photo Paper 13x18cm 50sheets 300g/m2";0.410;"C13S041944";"Impressão, Digitalização e Consumíveis";"EPSON"
"1234327";0;59.91;"010343839830";;"EPSON Enhanced matte paper inkjet 192g/m2 A4 250 sheets 1-pack";3.360;"C13S041718";"Impressão, Digitalização e Consumíveis";"EPSON"
"1234329";0;63.74;"010343839847";;"EPSON Enhanced matte paper inkjet 192g/m2 DIN A3+ 100 sheets 1-pack";3.610;"C13S041719";"Impressão, Digitalização e Consumíveis";"EPSON"
"1242073";0;56.8;"010343841949";;"EPSON S041637 Velvet fine art paper inkjet 260g/m2 DIN A3+ 20 sheets 1-pack";1.225;"C13S041637";"Impressão, Digitalização e Consumíveis";"EPSON"
"1247133";0;24.98;"884420163787";;"HP 3y NextBusDay Onsite DT Only HW Supp Desktop D2/3/5 Series 1/1/1 excl Mon 3 year of hardware only support NBD OS";0.001;"U6578E";"Garantias e Serviços";"HP INC."
"1253191";0;28.51;;;"HP 5y NextBusDay Standard Monitor HWSupp Standard Monitor Up to 22 3-year wty 5 years of hardware support. Next business day os";0.001;"U7935E";"Garantias e Serviços";"HP INC."
"1255642";0;2.02;"4965957301852";;"EPSON ERC27B ribbon black 1.000.000 characters";0.040;"C43S015366";"Impressão, Digitalização e Consumíveis";"EPSON"
"1266294";0;7.23;"010343605169";;"EPSON Premium semi gloss photo paper inkjet 251g/m2 100x150mm 50 sheets pack";0.240;"C13S041765";"Impressão, Digitalização e Consumíveis";"EPSON"
"1267203";0;195.54;"829160755045";;"HP 16A original LaserJet Toner cartridge Q7516A black standard capacity 12.000 pages 1-pack";3.010;"Q7516A";"Impressão, Digitalização e Consumíveis";"HP INC."
"1271859";0;5.33;"882780349643";;"HP original Advanced glossy photo paper Ink cartridge Q8696A 250g/m2 130x180mm 25 sheets 1-pack borderless";0.180;"Q8696A";"Impressão, Digitalização e Consumíveis";"HP INC."
"1273746";0;1019.4;"731304238591";;"UPS APC Smart-UPS XL 48V RM Battery Pack 3U - SUA48RMXLBP3U";75.000;"SUA48RMXLBP3U";"Servidor, Armazenamento e UPS";"APC"
"1286681";0;93.83;"734646386272";;"Lexmark Photoconductor Kit E232 E330 E240 E332 E340 E342N (Op til 30.000 sider)";0.650;"12A8302";"Impressão, Digitalização e Consumíveis";"LEXMARK"
"1287229";0;111.2;"734646398992";;"Lexmark Prebate toner til E232 E330 E240 E332 E340 E342N 2500 SIDER";2.300;"24016SE";"Impressão, Digitalização e Consumíveis";"LEXMARK"
"1291165";0;13.82;"884420148791";;"HP 3y Advanced Docking Exchange SVC";0.001;"UC296E";"Garantias e Serviços";"HP INC."
"1294995";0;4.8;"882780349599";;"HP original Q8691A Advanced glossy photo paper Ink cartridge 250g/m2 100x150mm 25 sheets 1-pack borderless";0.127;"Q8691A";"Impressão, Digitalização e Consumíveis";"HP INC."
"1294996";0;8.91;"882780349605";;"HP original Q8692A Advanced glossy photo paper Ink cartridge 250g/m2 100x150mm 100 sheets 1-pack borderless";0.410;"Q8692A";"Impressão, Digitalização e Consumíveis";"HP INC."
"1295041";0;78.17;"882780390751";;"HP 70 original printhead C9404A matte black and cyan standard capacity 1-pack";0.100;"C9404A";"Impressão, Digitalização e Consumíveis";"HP INC."
